Number,Dialogue,Reponse,URL,hash,work_id,title,author,fandom,words,category,Banter
3965,"Wally grumbled and muttered something under his breath that sounded like ""Try and tell their not vampires, I dare you.""","Batman sighed heavily. ""Could you go five minutes without traumatizing someone?""",https://archiveofourown.org/works/27678563,0xbcf9d21869024acf18806c6417e81085ce68c93b0fe180aded49a6ea29241b6b,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
3968,"Babs smiled ""That's what I thought.""","Then she turned to Tim, picking up a black case. ""Tim,"" she called, handing it out to him, ""I brought your stuff. You might want to get ready soon.""",https://archiveofourown.org/works/27678563,0xa121097f17a0ca19257204353b0c9e572fe36226359b12b9dc07f461d3d8fc6b,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
3984,"Superboy's eyes widened. ""You know him?"" he demanded.","""Tt,"" the boy sneered, ""of course. Now answer, Kent.""",https://archiveofourown.org/works/27678563,0xe9249759879e430b5a8cf90e6e8b19eda1ece81606dc05c9f7d3fdf4e39108eb,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
3986,"Superman swallowed. ""He's on his way. Lois had to pick him up from school.""","Robin frowned even harder than before. ""Of course he's at such a plebian establishment."" He sheathed his sword. ""Very well, I shall await his arrival.""",https://archiveofourown.org/works/27678563,0xdfd1f4b455d0bf5badfa6541642d63699a23a91d17439efe80b170872b171c42,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
3991,"A murmur grew in the ranks of the heroes, voicing one thought: ""Al Ghul?""","""Sooooooo,"" Duke began, grinning. ""Y'know how Batman can't resist three things in the world?""",https://archiveofourown.org/works/27678563,0x1cfcc76efd96c485e9f39b06dcb985d76e0f4bdd08adaedd68d3e05ad2827b5a,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
3992,"""Sooooooo,"" Duke began, grinning. ""Y'know how Batman can't resist three things in the world?""","""Justice,"" Harper, putting her hands on her hips in a dramatic posture.",https://archiveofourown.org/works/27678563,0x519d0986adf4792b3bc53c563a4c3bd3128dc2a0b69130e196c49583c9d936d8,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
3994,"""Orphans,"" Tim added, pointing around at all the bats.","""And hooking up with women who are actually his villains!"" Catwoman finished, joining the kids. When Batman gave her a look she shrugged. ""I'm self-aware, darling.""",https://archiveofourown.org/works/27678563,0x5adcbab07d5e12d50bf42854c423daf0e4eb4ba6f6b25f8635e838ac9c75c19a,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4001,"""Much like most of us,"" Jean-Paul said, and he and Cassandra fist bumped.","""He's cute,"" she said, then plucked a dagger from the kid's wriggling arms, ""and pointy.""",https://archiveofourown.org/works/27678563,0x79fa86d07fd773de2bb39675fa11932dcfeeed44854f0aacf25f3ad4feac59bd,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4004,"Damian growled. ""You are all incorrigible. Dr. Quinzel, I demand an intervention on my behalf.""","Harley tilted her head, considering her options. ""I dunno kiddo,"" she said, ""familial bonding is good for mental health.""",https://archiveofourown.org/works/27678563,0x1ba38c0edb8665549eec3e6bdc494eea0fa5030d163b91addbcf8c8ec043763b,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4006,"""Of all the times to-"" Damian was cut off by Tim slapping a hand over Robin's mouth.","""Not that we don't adore your word-skills, Dami, but this is not the place.""",https://archiveofourown.org/works/27678563,0x5b4d07f18997ae98ead99b1e89f3c7b96e66df4c43e2bce41914a110384d6805,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4008,"Ivy rolled her eyes. ""Oh, stop pestering him."" she extended her hand, and a vine shot out from a potted plant Harley had been carrying, plucking Damian from Dick's grip.","""Hey!"" he cried, but gave in.",https://archiveofourown.org/works/27678563,0x673ba1dda15f1c85629c0fa98492a78dbf52d9f6b873b3a2f5b96a66c6830c2e,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4010,"Damian had a satisfied smirk as he was set down by the pair of villains. ""My thanks, Dr. Isely.""","Ivy smiled. ""You're very welcome, Damian.""",https://archiveofourown.org/works/27678563,0x339174019cc9047a4cfe34a4ea05037d5bb0c6356b3c755208dc760caac9165b,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4020,"""You do realise you're half alien, right?""","Jon pouted. ""You know what I mean.""",https://archiveofourown.org/works/27678563,0x2060abbd186a0f13a7211526e1e2419eb4260bba27408cc41a4154dc7dcf8770,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4022,"He then bounced around the room, shaking everyone's hands, with cries of ""Beast Boy, you're so cool!"" and ""Wow, I've always wanted to meet you, Zatanna!""","The kid then turned to the bats. ""Hi, guys!"" he waved, but didn't approach."" Then, he set his eyes on Robin.",https://archiveofourown.org/works/27678563,0xc21aa4e8ed8049d45b64b54bc5ce122b564dbebda1a2295543edecee7297ce8a,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4023,"The kid then turned to the bats. ""Hi, guys!"" he waved, but didn't approach."" Then, he set his eyes on Robin.","""DAMIAN!""  he beamed, and flew over even faster than before.",https://archiveofourown.org/works/27678563,0x3345cd07b9bc7674f588dabdd6c461ffe28428891f8d99aa9272c8c6f3ed8ed7,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4031,"Jon sighed, then turned to their audience. ""I'm trying with him, I promise.""","Conner shook his head. ""How do you two even know each other to begin with?""",https://archiveofourown.org/works/27678563,0xe82bf937e1d46482136ee6db70e77fde80fb13382af2f149ec169a2421f2066e,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4034,"""Training session.""","""By Uncle Bruce. Damian kidnapped me, threatened me with kryptonite, we fought crime, got ice cream, pranked Jason, and are now best friends!""",https://archiveofourown.org/works/27678563,0x5158a0c2a02b81fcd0b486d1ac373d5c5b4da36d1c1d08f56cc72e3542d70ffb,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4038,"""I'm sorry,"" Zattanna said, ""But who are you, kid?""","He looked betrayed. ""Conner didn't mention me?"" there were several shaken heads, and he sighed. ""Superman's my dad. I'm Superboy! Kon and I share the title, but Damian says I'm the cooler one-""",https://archiveofourown.org/works/27678563,0x06be5a9b49f368322f047234c749e0dbacb4c165898e81a07330d5f301f0cf3f,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4039,"He looked betrayed. ""Conner didn't mention me?"" there were several shaken heads, and he sighed. ""Superman's my dad. I'm Superboy! Kon and I share the title, but Damian says I'm the cooler one-""","""I said marginally more competent.""",https://archiveofourown.org/works/27678563,0x80fe9b498e42e8831ccb3d688b7463f44feac3dee8260cd4f307f63f6855c2ec,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
4044,"""I'm a vigilante, not a superhero.""","""Sorry, kiddo,"" Harper said, hoisting her gun. ""We're anything but heroes-""",https://archiveofourown.org/works/27678563,0x5a5cfd37e09edfcef46e098a5b7e432095b0d696317a448e6bac64848714773c,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4045,"""Sorry, kiddo,"" Harper said, hoisting her gun. ""We're anything but heroes-""","""Anti-hero, darling.""",https://archiveofourown.org/works/27678563,0x7cbf2bcd9866fb650932fffb95f016ef2862d7d293d660854fc0d4f05015b024,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4050,"""Oh gosh,"" Tim muttered, barely containing laughter. ""What was that?""","Duke winked. ""My time to shine.""",https://archiveofourown.org/works/27678563,0x935255b1598582e23fa2cfdc3e60e28b421db1cf0c9c61c31e8d0dabc66cee0a,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4051,"Duke winked. ""My time to shine.""","The bats laughed, clearly at some inside joke, and Jon pouted. ""You're all mean.""",https://archiveofourown.org/works/27678563,0x53621c334f584df8c7c587843ed3bde78a39375df3bc36fcc505bb0e9a64e8bc,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4054,"Flamebird laughed. ""What's the matter, oh dearest cousin of mine? Did you not appreciate my entrance?""","""It was unnecessary.""",https://archiveofourown.org/works/27678563,0xf66191ba81f100eb0346e2df4665e6462dfd0b6732bfe8e456795066cab6c76f,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4057,"""Dad,"" Cassandra asked, eyes wide, ""you don't care?""","Batman looked conflicted. ""Don't give me that look."" he turned away from his daughter, a moment too early, not spotting the not-so-discreet high-five all the girls shared.",https://archiveofourown.org/works/27678563,0xe45634bfa2a8a02c4cf6a4246257fa5c25be32ee872967b1d722f130df2423b6,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4058,"Batman looked conflicted. ""Don't give me that look."" he turned away from his daughter, a moment too early, not spotting the not-so-discreet high-five all the girls shared.","""Really, Bruce,"" Flamebird continued, ""You aren't one to talk about drama. Plus, have you seen your kids?""",https://archiveofourown.org/works/27678563,0xcaff05a94a186fbb427a7cf19b68554892c0bc76eb3f534339c849513ec737c8,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4060,"He turned away, and muttered under his breath something that sounded suspiciously like ""why didn't I stop with Richard?""","""Hey, you know that wouldn't help you with me!"" Flamebird proclaimed, a wicked grin on her face. ""We're stuck forever together!""",https://archiveofourown.org/works/27678563,0xff1f62cd4e2b66d84f3416eefb7d61015e4829f45bda878d11eac0c163746205,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4066,"Bette laughed. ""Don't worry, she has a wet bar titled 'Jaybird's Paradise' on her list.""","Batman grunted ""speaking of Kate-""",https://archiveofourown.org/works/27678563,0xacb6b2ba6ab1fcce333bb36d81ee16e8d9adb93a771e1829c287fe1996d0f812,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4069,"""Would you take care of your cousin, West."" Damian growled after Bart had whipped by, blowing his hair hair out of place for the third time. Apparently, the pride at being asked for his signature wasn't enough to deter the Robin's annoyance at the speedster.","Wally rolled his eyes, ""Bart, why don't you go eat something?""",https://archiveofourown.org/works/27678563,0x55f570044bd40ff49699d8ec1222a3d148696466d5ad9535b201ecdee0224722,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4076,"""Well, yeah,"" Wally answered, ""But he spends enough time in our fridge to call it a second home.""","""Like the same can't be said about you?"" Dick teased.",https://archiveofourown.org/works/27678563,0xe94d53b274310479f4e4769ad46918529f27450c4da9bb89486d02882db76abd,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
4079,"Batman frowned instantly, and grunted. Though, it honestly sounded more like a groan. ""Batwoman."" he managed to get out.","Batwoman - honestly, it really fit her - frowned. ""Is that any way to greet family?"" she asked.",https://archiveofourown.org/works/27678563,0x548ef7c2201ac05babcef8fa9f6a9b0cc9076bc652181afa7382b33db30878aa,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4080,"Batwoman - honestly, it really fit her - frowned. ""Is that any way to greet family?"" she asked.","""Why don't you say hello to your cousin, bat?"" she asked slyly before turning back to Batwoman. ""Kate, how have you been?""",https://archiveofourown.org/works/27678563,0x389021db62310173c3f895211ffe8fea48e8709110708a6c04abe5230aca9a4c,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4085,"Selina quite clearly looked Kate up and down, ""and I'll most definitely keep that in mind.""","Bruce groaned outright, ""Would you two stop?""",https://archiveofourown.org/works/27678563,0xb9ecfcadf998ca4cb4e23a7d3188e061261c01134723d82d9fe0b8f03cbad4ea,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4086,"Bruce groaned outright, ""Would you two stop?""","Kate glanced at him. ""You could leave the room if you want.""",https://archiveofourown.org/works/27678563,0x7f76f9c21fe8d6bfa2002f6b0b935836ebf9b7ded7458a4903296dc494543581,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4092,"""Raven,"" Batman acknowledged. ""Thank you for coming.""","She nodded, ""In the Dark Realm of Azarath, it is customary to accept invitations to annihilate your enemies.""",https://archiveofourown.org/works/27678563,0x4aaed1f502645be206c1ffc3afa72688a6cb7a57e99176ed9d67e164a194ca28,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4093,"She nodded, ""In the Dark Realm of Azarath, it is customary to accept invitations to annihilate your enemies.""","Dick grinned, ""that's the spirit!"" he tried to clap her on the back, but his hand was immediately cloaked in darkness and then thrown back.",https://archiveofourown.org/works/27678563,0xe55a065760af6ce4eda3902b8274867efb4755326336f42b24f22fc5e52cdaa2,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4096,"Dick cringed, ""yeah, sorry.""","Raven floated forward. ""You wished for a dimensional portal?""",https://archiveofourown.org/works/27678563,0xfea9a0983316bc1b18001a31027a6afcf62e4820522fe226cbaa4a000fb557af,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4100,"Raven unraveled her legs, but remained floating. She raised her arms before calling out in a strong voice: ""Azarath! Metrion! Zinthos!""","He took in his surroundings for a long moment before groaning. He stood up, and turned to the bats. ""Seriously, guys? I was on patrol!""",https://archiveofourown.org/works/27678563,0x700a60019cabe8b36eb04643642011dbb58606cc27cf5a33dd96e717ab8750dd,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4103,"The teen put his hands on his hips. ""I'm not on your beck and call!""","""You're family, kid, that's basically the same thing.""",https://archiveofourown.org/works/27678563,0x03906f1d3de7c99241aa6ea8664f9289423712caf0e5e545542596dc5980a3c3,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
4107,"""Really though? You do realise I have my own Gotham to protect.""","""Come on, Terry!"" Stephanie cried, draping her arms across his shoulders, ""Don't you want a chance to take down some aliens? It's cool, trust me! I mean: Aliens! You've heard of those in the future, right? Anyway, they're all so different! And if you get the right species, the fight is so dramatic, and totally worth the weird guts and goo, or them kidnapping you and laying eggs in your stomach, or brainwashing you with weird tech, or somehow giving you that crazy foot fungus which only covers your right foot, but not your toenails, and boy those blisters! When they pop you do not want to be within a couple miles of -""",https://archiveofourown.org/works/27678563,0x9307287dc2a0f068d76e64ab9eafa372b67dcb0e63b0f69a7a13897cc17632a4,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
4115,"""Hey, the other earth's you and kids just pulled me to them,"" they could hear despite his head being literal worlds away. There was quiet for a moment, before he replied, ""something about an Alien Invasion. They wanted to invite me along."" another pause. ""Yeah, I can be done by dinner.""","He pulled his head back, worry on his face. ""Will this be done by dinner?""",https://archiveofourown.org/works/27678563,0x9166b9eea7ed86130e36dfb4eeb4ab644d8e00a3620fdc003dc952f999339422,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4116,"He pulled his head back, worry on his face. ""Will this be done by dinner?""","The bats nodded encouragingly, and he went back into the swirling purple light. ""Okay, fine. Nope. Yeah. Alright! I promise not to let Jason corrupt me, happy?""",https://archiveofourown.org/works/27678563,0x26647e3c46d231630b1c746e7add60683af57bac165447f7686635407ea1d8b4,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4123,"Batman looked at all of them, nodded in acknowledgement of their determination. He opened his mouth to speak. ""Don't die, and you'll be fine.""","There were several snorts. ""Thank you, Captain Obvious,"" Kate muttered to Bette, who grinned.",https://archiveofourown.org/works/27678563,0xab1db29c48fc04e8b66937827b68b92b485d490ddf318cce95705b29d28f8604,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
4128,"""Sorry, Bruce, but it's true. I've seen you high on painkillers wearing My Little Pony pajamas, cracking dad jokes. No way you're scary after that.""","""Don't worry, Sir,"" Jean-Paul said to Bruce, ""I find your glare marvelously scary.""",https://archiveofourown.org/works/27678563,0xedbd174eeec33428f99728491a0c3ff1da76e330283c73bfb55ce35ff45f92f2,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",1
4129,"""Don't worry, Sir,"" Jean-Paul said to Bruce, ""I find your glare marvelously scary.""","""Jean-Paul, you're smiling.""",https://archiveofourown.org/works/27678563,0x1bbfdba140e6feb132a3732aa943f28db8c93d8abcbda560e3dadeb889af2b4b,27678563,All Hands on Deck (Batfam/Young Justice Crossover),PepperSoniRoni,"Batman - All Media Types,Batman (Comics),Young Justice (Cartoon),DCU (Comics)","12,696","Gen,Multi",0
4134,"""We can't get into the monitor room.""","""What?"" Clark asked. He walked towards Barry and Hal who were standing in front of a very closed door.",https://archiveofourown.org/works/29483415,0x9406b847e2124f6b513e732f53b0c178e6314577636f2723e0a1c1d4fc4044fb,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4135,"""What?"" Clark asked. He walked towards Barry and Hal who were standing in front of a very closed door.","""Yeah, our security codes aren't working,"" Hal explained, typing in his code again only for the screen to flash ""ACCESS DENIED"". Clark frowned, trying his own code only to receive the same message.",https://archiveofourown.org/works/29483415,0x06621bed4f7d4284bd75f076054832fb154d96940d0bccdf678a78f2eaeab328,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4136,"""Yeah, our security codes aren't working,"" Hal explained, typing in his code again only for the screen to flash ""ACCESS DENIED"". Clark frowned, trying his own code only to receive the same message.","""Something must be wrong with the computer,"" he said with uncertainty.",https://archiveofourown.org/works/29483415,0xc6522a774b4f6328d523ece107da015413ba387e3209dc4d949d624c9a9b4fa6,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4137,"""Something must be wrong with the computer,"" he said with uncertainty.","""Okay, could you just like, super strength the door open? I have monitor duty so I kinda need to get in there,"" Barry said, shifting from foot to foot. This used to not be a problem. A couple years ago Batman installed anti-speedster precautions into the tower. Trying to phase through the doors now would just result in him getting shocked.",https://archiveofourown.org/works/29483415,0x675d58947bd535244dc5d1db2606ba6b8643175106bf100fc37147cf22f85d3c,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4138,"""Okay, could you just like, super strength the door open? I have monitor duty so I kinda need to get in there,"" Barry said, shifting from foot to foot. This used to not be a problem. A couple years ago Batman installed anti-speedster precautions into the tower. Trying to phase through the doors now would just result in him getting shocked.","""Yeah, sure,"" Clark faced the door and slowly started prying it open. Thank god Bruce hadn't installed anti-super precautions yet, but, knowing him, it wouldn't be long.",https://archiveofourown.org/works/29483415,0x351ff95a0cc12da0213caccf8690a2f5c9fe6cadcfa40a89712c82464d2d952a,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4139,"""Yeah, sure,"" Clark faced the door and slowly started prying it open. Thank god Bruce hadn't installed anti-super precautions yet, but, knowing him, it wouldn't be long.","""If you're on monitor duty then why is Green Lantern here?"" Clark asked as the trio stood in the now open doorway.",https://archiveofourown.org/works/29483415,0x1e55788b8a0d4fde4cb055d5180e5767abc41fe805afbd31bfb3a9d96fdd3a2e,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4140,"""If you're on monitor duty then why is Green Lantern here?"" Clark asked as the trio stood in the now open doorway.","""Cause monitor duty is boring"" Barry complained. ""Not all of us like watching nothing happen for four hours.""",https://archiveofourown.org/works/29483415,0x0d07f8282b554701b615b55627a6003c19cd7f630e7605b0ff79e845cf2ee695,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4141,"""Cause monitor duty is boring"" Barry complained. ""Not all of us like watching nothing happen for four hours.""","""I'm here to keep him company,"" Hal said. ""And because he promised me food if I joined him.""",https://archiveofourown.org/works/29483415,0xd2318a345fa5f4327f0dc6906adb0e89a54f56a9d2573b242e53b2d8397871da,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4142,"""I'm here to keep him company,"" Hal said. ""And because he promised me food if I joined him.""","""Some of us are trying to work in here,"" A voice called. The three heroes jumped turning to see a pair of legs sticking out from under the main computer. Barry sped over, pulling the man, the kid really, out from under the computer. He was small but looked to be in his mid to late teens. Over his eyes was a black domino mask that did not feel like an appropriate match to the sweatshirt and pajama pants he was wearing. The kid glared at them and reached for the coffee that was on the floor next to him.",https://archiveofourown.org/works/29483415,0x49fcfbf8dd0ebf17b2ee64823551d1fa407c3f7e3a5e08e3cd11f6df37095e99,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,1
4143,"""Some of us are trying to work in here,"" A voice called. The three heroes jumped turning to see a pair of legs sticking out from under the main computer. Barry sped over, pulling the man, the kid really, out from under the computer. He was small but looked to be in his mid to late teens. Over his eyes was a black domino mask that did not feel like an appropriate match to the sweatshirt and pajama pants he was wearing. The kid glared at them and reached for the coffee that was on the floor next to him.","""Who are you? How did you get in here?"" The boy scoffed.",https://archiveofourown.org/works/29483415,0xbf99a85e38ccb6bd1af708af9118fa4fbe50d1c24ad06b1d64196d08907693df,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,1
4144,"""Who are you? How did you get in here?"" The boy scoffed.","""What, like it was hard?"" The heroes shared a confused glance",https://archiveofourown.org/works/29483415,0x08a46a53b0b00885374d9d9e088b4eb9f395d3d9ba794b3ac2684f7574f07b3c,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4145,"""What, like it was hard?"" The heroes shared a confused glance","""Okay, but what are you doing here?"" Hal asked",https://archiveofourown.org/works/29483415,0x5277ba9f93053eb506b66c25b6abe4a46418949a70a6ba4a90db13768f4e643e,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4146,"""Okay, but what are you doing here?"" Hal asked","""I'm fixing your pitiful security system.""",https://archiveofourown.org/works/29483415,0xa72074b46881b5f865c5de14ba03f7e8ced85905c914f5754ffe4b16e5e5f4d1,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,1
4147,"""I'm fixing your pitiful security system.""","""Flash, will you go get Batman?"" Clark requested. Hopefully the 'world's greatest detective' would be able to figure out where this kid came from.",https://archiveofourown.org/works/29483415,0xfd8c93bc828a787d27fac9174faa73b4a5c18cad7e355bfae87fa04c73d72fc3,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
4148,"""Flash, will you go get Batman?"" Clark requested. Hopefully the 'world's greatest detective' would be able to figure out where this kid came from.","""Yeah, you got it Supes,"" Barry said slowly before zipping out of the room.",https://archiveofourown.org/works/29483415,0x6b8baaccf1414e9340d5149fe3c49ad235389a860c68c57e3cb7d08b82a89a8f,29483415,Security Updates,Jazz020,"Batman - All Media Types,Justice League - All Media Types","1,195",nan,0
